Id,Name,School,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score,,Id,Name,Email,School,Column1,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score
1727,Lisa Sosa,Gsling Academy,F,FALSE,1,TRUE,11,Banker,99,91,73,77,81,75,90,,,,,,,,,,,,,,,,,,,
1728,Drew Nelson,Digital Fortress,M,FALSE,6,FALSE,5,Business Owner,65,68,74,50,98,60,83,,,,,,,,,,,,,,,,,,,
1729,Kimberly Brooks,Gsling Academy,F,FALSE,8,TRUE,19,Software Engineer,94,83,72,63,65,63,74,,,,,,,,,,,,,,,,,,,
1730,Carla Lopez,Digital Fortress,F,TRUE,7,FALSE,3,Business Owner,73,52,89,85,74,66,79,,,,,,,,,,,,,,,,,,,
1731,Keith Smith,Digital Fortress,M,TRUE,5,FALSE,15,Software Engineer,85,76,61,93,98,87,67,,,,,,,,,,,,,,,,,,,
1732,Eric Erickson,Gsling Academy,M,FALSE,4,FALSE,32,Lawyer,87,82,74,77,100,93,65,,,,,,,,,,,,,,,,,,,
1733,Juan Baker,Gsling Academy,M,TRUE,5,FALSE,4,Business Owner,77,58,90,72,75,88,90,,,,,,,,,,,,,,,,,,,
1734,Kyle Harrison,Gsling Academy,M,FALSE,1,FALSE,31,Scientist,85,60,92,92,85,62,84,,,,,,,,,,,,,,,,,,,
1735,Duane Meyers,Gsling Academy,M,FALSE,2,FALSE,19,Software Engineer,91,69,90,76,79,80,82,,,,,,,,,,,,,,,,,,,
1736,Marissa May,Digital Fortress,F,FALSE,1,FALSE,16,Software Engineer,86,96,83,78,71,78,75,,,,,,,,,,,,,,,,,,,
1737,Shane Lopez,Gsling Academy,M,FALSE,1,FALSE,29,Lawyer,78,80,72,65,90,99,95,,,,,,,,,,,,,,,,,,,
1738,Eric Obrien,Gsling Academy,M,FALSE,3,FALSE,26,Lawyer,71,92,92,96,81,81,85,,,,,,,,,,,,,,,,,,,
1739,Kevin Joyce,Digital Fortress,M,TRUE,4,FALSE,27,Lawyer,72,85,92,83,84,96,81,,,,,,,,,,,,,,,,,,,
1740,Thomas Ward,Gsling Academy,M,FALSE,3,FALSE,35,Software Engineer,88,92,88,100,89,94,87,,,,,,,,,,,,,,,,,,,
1741,Toni Smith,Gsling Academy,F,FALSE,5,FALSE,26,Unknown,68,100,94,69,93,64,93,,,,,,,,,,,,,,,,,,,
1742,Caitlin Moody,Gsling Academy,F,TRUE,2,FALSE,28,Doctor,81,75,94,93,87,77,67,,,,,,,,,,,,,,,,,,,
1743,Justin Ryan,Gsling Academy,M,TRUE,1,FALSE,32,Banker,92,69,92,91,82,89,69,,,,,,,,,,,,,,,,,,,
1744,Joseph Griffin,Gsling Academy,M,FALSE,0,FALSE,33,Accountant,84,64,82,81,85,84,89,,,,,,,,,,,,,,,,,,,
1745,Dawn Fox,Digital Fortress,F,FALSE,2,TRUE,18,Stock Investor,89,60,82,90,96,67,68,,,,,,,,,,,,,,,,,,,
1746,David Ochoa,Gsling Academy,M,FALSE,1,FALSE,18,Software Engineer,94,66,84,92,71,81,99,,,,,,,,,,,,,,,,,,,
1747,Bonnie Brown,Gsling Academy,F,FALSE,1,TRUE,9,Unknown,64,89,91,99,60,98,93,,,,,,,,,,,,,,,,,,,
1748,Michael Evans,Digital Fortress,M,TRUE,5,FALSE,25,Stock Investor,81,88,85,90,93,62,96,,,,,,,,,,,,,,,,,,,
1749,Molly Meadows,Digital Fortress,F,FALSE,1,TRUE,18,Teacher,80,93,89,79,89,93,100,,,,,,,,,,,,,,,,,,,
1750,Dana Peters,Gsling Academy,F,FALSE,4,FALSE,3,Unknown,75,65,66,79,91,82,72,,,,,,,,,,,,,,,,,,,
1751,Patricia Phelps,Digital Fortress,F,FALSE,4,TRUE,34,Lawyer,87,90,98,90,83,94,84,,,,,,,,,,,,,,,,,,,
1752,Maria Jones,Gsling Academy,F,FALSE,7,FALSE,4,Business Owner,58,50,73,54,94,51,74,,,,,,,,,,,,,,,,,,,
1753,Anthony Johns,Digital Fortress,M,FALSE,3,FALSE,14,Government Officer,60,90,87,91,78,77,82,,,,,,,,,,,,,,,,,,,
1754,David Schmidt,Digital Fortress,M,TRUE,5,FALSE,8,Real Estate Developer,91,70,88,68,88,63,68,,,,,,,,,,,,,,,,,,,
1755,Amanda Cox,Gsling Academy,F,FALSE,3,FALSE,35,Scientist,95,97,89,97,99,85,92,,,,,,,,,,,,,,,,,,,
1756,William Patterson,Gsling Academy,M,FALSE,3,FALSE,2,Artist,70,100,92,73,67,68,76,,,,,,,,,,,,,,,,,,,
1757,Sydney Wood,Digital Fortress,F,FALSE,2,FALSE,27,Lawyer,76,100,94,81,60,85,73,,,,,,,,,,,,,,,,,,,
1758,Donald Fischer,Digital Fortress,M,FALSE,5,FALSE,20,Accountant,79,65,78,65,57,99,92,,,,,,,,,,,,,,,,,,,
1759,Anthony Palmer,Gsling Academy,M,FALSE,4,FALSE,21,Software Engineer,92,96,92,63,73,60,81,,,,,,,,,,,,,,,,,,,
1760,Christina Garcia,Gsling Academy,F,FALSE,5,FALSE,6,Government Officer,89,73,71,97,78,99,60,,,,,,,,,,,,,,,,,,,
1761,Misty Anderson,Digital Fortress,F,FALSE,3,FALSE,18,Banker,85,95,77,71,75,95,94,,,,,,,,,,,,,,,,,,,
1762,Shannon Weber,Digital Fortress,F,FALSE,2,FALSE,7,Real Estate Developer,92,66,88,91,61,84,69,,,,,,,,,,,,,,,,,,,
1763,Jennifer Palmer,Digital Fortress,F,FALSE,2,FALSE,24,Software Engineer,87,63,79,81,95,75,64,,,,,,,,,,,,,,,,,,,
1764,Michael Arnold,Digital Fortress,M,FALSE,5,FALSE,21,Accountant,77,77,97,66,87,73,75,,,,,,,,,,,,,,,,,,,
1765,James Hernandez,Gsling Academy,M,FALSE,10,FALSE,2,Business Owner,73,56,59,62,58,83,80,,,,,,,,,,,,,,,,,,,
1766,Erin Cannon,Gsling Academy,F,TRUE,0,FALSE,34,Lawyer,91,85,81,93,100,87,77,,,,,,,,,,,,,,,,,,,
1767,Nicole Lee,Digital Fortress,F,FALSE,7,TRUE,0,Business Owner,76,96,89,83,78,54,61,,,,,,,,,,,,,,,,,,,
1768,Jacob Ross,Gsling Academy,M,FALSE,4,FALSE,17,Software Engineer,86,70,94,96,74,67,60,,,,,,,,,,,,,,,,,,,
1769,Morgan Cisneros,Gsling Academy,F,FALSE,5,FALSE,10,Banker,81,77,88,92,65,92,87,,,,,,,,,,,,,,,,,,,
1770,Amber Stuart,Digital Fortress,F,FALSE,4,TRUE,35,Lawyer,98,88,88,89,90,90,90,,,,,,,,,,,,,,,,,,,
1771,Tyler Griffin,Gsling Academy,M,FALSE,3,FALSE,27,Software Engineer,88,67,96,70,66,76,71,,,,,,,,,,,,,,,,,,,
1772,Daniel Gonzalez,Gsling Academy,M,FALSE,2,TRUE,30,Scientist,85,83,94,100,89,68,89,,,,,,,,,,,,,,,,,,,
1773,Joseph Jones,Digital Fortress,M,FALSE,2,FALSE,35,Lawyer,90,89,96,94,100,88,85,,,,,,,,,,,,,,,,,,,
1774,Jessica Hampton,Gsling Academy,F,TRUE,5,FALSE,5,Game Developer,97,83,93,67,85,63,66,,,,,,,,,,,,,,,,,,,
1775,Deborah Butler,Digital Fortress,F,FALSE,6,TRUE,10,Government Officer,78,84,71,93,78,78,87,,,,,,,,,,,,,,,,,,,
1776,Julie Black,Gsling Academy,F,TRUE,8,FALSE,1,Business Owner,53,98,90,81,61,65,93,,,,,,,,,,,,,,,,,,,
1777,Bryan Dorsey,Digital Fortress,M,TRUE,10,FALSE,0,Business Owner,77,53,92,98,56,53,93,,,,,,,,,,,,,,,,,,,
1778,Chad Gomez,Digital Fortress,M,TRUE,3,FALSE,30,Lawyer,97,88,94,75,66,91,64,,,,,,,,,,,,,,,,,,,
1779,Andrew Clark,Digital Fortress,M,FALSE,4,FALSE,3,Business Owner,88,100,58,59,96,64,87,,,,,,,,,,,,,,,,,,,
1780,Brian Wright,Gsling Academy,M,FALSE,3,TRUE,18,Construction Engineer,98,67,80,68,80,88,85,,,,,,,,,,,,,,,,,,,
1781,Jessica Smith,Gsling Academy,F,TRUE,8,TRUE,0,Business Owner,92,78,78,85,94,94,73,,,,,,,,,,,,,,,,,,,
1782,Thomas Brooks,Gsling Academy,M,TRUE,5,FALSE,15,Software Engineer,92,92,74,96,95,77,76,,,,,,,,,,,,,,,,,,,
1783,Kimberly Knox,Digital Fortress,F,TRUE,3,FALSE,43,Doctor,86,99,87,88,99,89,86,,,,,,,,,,,,,,,,,,,
1784,Jamie Mccarthy,Gsling Academy,M,FALSE,5,FALSE,16,Designer,91,69,97,76,97,81,86,,,,,,,,,,,,,,,,,,,
1785,Kristen Werner,Gsling Academy,F,FALSE,3,FALSE,23,Accountant,92,75,100,78,32,84,69,,,,,,,,,,,,,,,,,,,
1786,Jonathan Weiss,Digital Fortress,M,FALSE,2,FALSE,2,Game Developer,82,75,93,67,69,65,74,,,,,,,,,,,,,,,,,,,
1787,Renee Smith,Digital Fortress,F,FALSE,1,FALSE,34,Lawyer,99,81,92,86,65,99,79,,,,,,,,,,,,,,,,,,,
1788,Tony Hopkins,Gsling Academy,M,TRUE,2,FALSE,34,Software Engineer,95,90,65,84,86,88,94,,,,,,,,,,,,,,,,,,,
1789,Thomas Buckley,Digital Fortress,M,FALSE,3,FALSE,18,Software Engineer,100,93,99,65,72,79,88,,,,,,,,,,,,,,,,,,,
1790,Debra Evans,Gsling Academy,F,FALSE,5,TRUE,21,Unknown,79,86,84,84,63,82,94,,,,,,,,,,,,,,,,,,,
1791,Richard Bell,Digital Fortress,M,TRUE,3,TRUE,3,Business Owner,80,95,96,96,94,84,93,,,,,,,,,,,,,,,,,,,
1792,Katelyn Watkins,Digital Fortress,F,FALSE,4,FALSE,31,Doctor,93,81,88,90,89,95,81,,,,,,,,,,,,,,,,,,,
1793,Michele Stout,Gsling Academy,F,FALSE,5,TRUE,17,Software Engineer,95,75,79,79,93,85,71,,,,,,,,,,,,,,,,,,,
1794,Lisa Estes,Gsling Academy,F,FALSE,0,FALSE,10,Banker,81,92,76,81,73,92,63,,,,,,,,,,,,,,,,,,,
1795,Casey Hall,Digital Fortress,F,FALSE,1,FALSE,5,Designer,75,88,63,64,84,74,72,,,,,,,,,,,,,,,,,,,
1796,Joshua Cole,Digital Fortress,M,FALSE,4,FALSE,8,Stock Investor,80,69,70,60,71,60,89,,,,,,,,,,,,,,,,,,,
1797,Andrew Jackson,Digital Fortress,M,FALSE,4,FALSE,3,Business Owner,52,81,62,77,74,91,92,,,,,,,,,,,,,,,,,,,
1798,Karen Rodriguez,Gsling Academy,F,FALSE,3,FALSE,30,Doctor,95,94,82,87,93,93,90,,,,,,,,,,,,,,,,,,,
1799,Sara Johnson,Digital Fortress,F,FALSE,2,FALSE,20,Accountant,99,70,97,93,87,90,88,,,,,,,,,,,,,,,,,,,
1800,Alyssa Costa,Gsling Academy,F,TRUE,5,FALSE,25,Software Engineer,85,87,68,74,74,85,68,,,,,,,,,,,,,,,,,,,
1801,Daniel Poole,Digital Fortress,M,FALSE,4,TRUE,23,Construction Engineer,96,89,86,84,64,60,66,,,,,,,,,,,,,,,,,,,
1802,Ricardo Juarez,Gsling Academy,M,FALSE,7,FALSE,3,Game Developer,91,63,86,81,90,98,63,,,,,,,,,,,,,,,,,,,
1803,Tony Castillo,Gsling Academy,M,TRUE,1,FALSE,24,Software Engineer,89,82,76,92,97,66,60,,,,,,,,,,,,,,,,,,,
1804,Brian Kelly,Gsling Academy,M,FALSE,1,FALSE,37,Doctor,98,87,96,89,100,85,91,,,,,,,,,,,,,,,,,,,
1805,Tyler Moore,Gsling Academy,M,FALSE,2,FALSE,28,Unknown,100,82,72,97,74,75,81,,,,,,,,,,,,,,,,,,,
1806,Sharon Martinez,Digital Fortress,F,FALSE,2,FALSE,5,Business Owner,75,71,68,91,79,62,94,,,,,,,,,,,,,,,,,,,
1807,Mary Malone,Digital Fortress,F,FALSE,3,FALSE,6,Real Estate Developer,74,63,74,63,78,90,83,,,,,,,,,,,,,,,,,,,
1808,Rebecca Huang,Digital Fortress,F,FALSE,7,FALSE,40,Doctor,85,99,87,85,91,88,90,,,,,,,,,,,,,,,,,,,
1809,Alan Santos,Gsling Academy,M,FALSE,3,TRUE,35,Unknown,86,87,97,92,85,99,86,,,,,,,,,,,,,,,,,,,
1810,Martin Duran,Digital Fortress,M,FALSE,4,TRUE,34,Doctor,91,71,99,96,85,79,74,,,,,,,,,,,,,,,,,,,
1811,Christopher Gutierrez,Digital Fortress,M,FALSE,2,FALSE,24,Software Engineer,90,76,100,73,90,64,86,,,,,,,,,,,,,,,,,,,
1812,Brandy Maldonado,Digital Fortress,F,FALSE,6,FALSE,35,Scientist,91,91,92,95,98,91,85,,,,,,,,,,,,,,,,,,,
1813,Brenda Sanders,Digital Fortress,F,TRUE,6,FALSE,0,Business Owner,80,83,93,81,95,87,61,,,,,,,,,,,,,,,,,,,
1814,Drew Mccann,Gsling Academy,M,FALSE,1,FALSE,35,Doctor,95,89,92,87,95,86,93,,,,,,,,,,,,,,,,,,,
1815,Joshua Ayala,Digital Fortress,M,FALSE,5,TRUE,18,Unknown,94,97,69,81,100,68,68,,,,,,,,,,,,,,,,,,,
1816,Tina Rose,Gsling Academy,F,TRUE,1,TRUE,1,Business Owner,54,55,50,100,77,61,78,,,,,,,,,,,,,,,,,,,
1817,William Khan,Gsling Academy,M,FALSE,2,FALSE,16,Construction Engineer,87,80,85,60,96,81,83,,,,,,,,,,,,,,,,,,,
1818,William Avery,Digital Fortress,M,FALSE,5,FALSE,28,Software Engineer,100,75,72,79,61,94,82,,,,,,,,,,,,,,,,,,,
1819,John Fuller,Digital Fortress,M,FALSE,3,FALSE,14,Government Officer,93,99,72,79,83,87,73,,,,,,,,,,,,,,,,,,,
1820,Jeremy Coleman,Gsling Academy,M,FALSE,3,FALSE,25,Doctor,99,70,89,86,92,65,64,,,,,,,,,,,,,,,,,,,
1821,Laura Wright,Gsling Academy,F,FALSE,2,FALSE,16,Banker,99,99,90,63,63,77,60,,,,,,,,,,,,,,,,,,,
1822,David Luna,Digital Fortress,M,FALSE,4,FALSE,28,Stock Investor,76,80,89,74,61,86,93,,,,,,,,,,,,,,,,,,,
1823,Christopher Jensen,Gsling Academy,M,FALSE,0,FALSE,15,Software Engineer,92,100,83,74,73,66,83,,,,,,,,,,,,,,,,,,,
1824,Luis Little,Digital Fortress,M,FALSE,10,FALSE,46,Doctor,100,93,88,98,99,89,95,,,,,,,,,,,,,,,,,,,
1825,Joseph Garcia,Gsling Academy,M,FALSE,2,FALSE,34,Lawyer,89,97,77,90,93,87,90,,,,,,,,,,,,,,,,,,,
1826,Michael York,Gsling Academy,M,FALSE,2,FALSE,27,Lawyer,97,81,71,77,90,86,80,,,,,,,,,,,,,,,,,,,
1827,Debbie Landry,Gsling Academy,F,TRUE,4,FALSE,28,Doctor,99,63,97,90,99,99,100,,,,,,,,,,,,,,,,,,,
1828,Michael Gordon,Gsling Academy,M,FALSE,3,FALSE,33,Scientist,100,63,96,95,92,76,88,,,,,,,,,,,,,,,,,,,
1829,Melissa Harris,Gsling Academy,F,FALSE,5,FALSE,12,Banker,86,87,72,66,94,78,94,,,,,,,,,,,,,,,,,,,
1830,Jonathon Wilson,Gsling Academy,M,FALSE,0,FALSE,27,Lawyer,77,99,94,81,80,87,98,,,,,,,,,,,,,,,,,,,
1831,Margaret Santos,Digital Fortress,F,FALSE,1,FALSE,15,Government Officer,86,96,67,76,74,66,69,,,,,,,,,,,,,,,,,,,
1832,Hailey Arroyo,Digital Fortress,F,FALSE,1,TRUE,3,Real Estate Developer,75,64,98,65,88,65,71,,,,,,,,,,,,,,,,,,,
1833,Steven Webster,Digital Fortress,M,FALSE,2,FALSE,26,Lawyer,94,93,92,67,61,85,94,,,,,,,,,,,,,,,,,,,
1834,Tina Harrison,Digital Fortress,F,FALSE,1,FALSE,35,Designer,94,88,87,97,93,86,94,,,,,,,,,,,,,,,,,,,
1835,Andrew Nunez,Gsling Academy,M,FALSE,1,FALSE,20,Banker,89,92,75,85,65,81,69,,,,,,,,,,,,,,,,,,,
1836,Renee Cruz,Gsling Academy,F,FALSE,3,FALSE,14,Writer,89,73,96,84,96,98,77,,,,,,,,,,,,,,,,,,,
1837,Victoria Taylor,Gsling Academy,F,FALSE,2,TRUE,24,Software Engineer,89,82,83,62,66,86,90,,,,,,,,,,,,,,,,,,,
1838,Joseph Dixon,Gsling Academy,M,FALSE,2,FALSE,8,Government Officer,81,78,82,83,63,85,75,,,,,,,,,,,,,,,,,,,
1839,Heather Gutierrez,Digital Fortress,F,FALSE,3,FALSE,19,Unknown,93,73,67,100,63,92,86,,,,,,,,,,,,,,,,,,,
1840,Cynthia Hodges,Digital Fortress,F,FALSE,10,TRUE,2,Business Owner,79,95,70,92,63,57,67,,,,,,,,,,,,,,,,,,,
1841,Danielle Kelley,Digital Fortress,F,FALSE,2,FALSE,29,Unknown,97,86,72,81,85,70,72,,,,,,,,,,,,,,,,,,,
1842,Michael Mccall,Gsling Academy,M,FALSE,1,FALSE,14,Banker,78,66,92,61,98,76,99,,,,,,,,,,,,,,,,,,,
1843,Dylan Edwards,Gsling Academy,M,FALSE,4,FALSE,19,Accountant,83,60,95,68,33,62,73,,,,,,,,,,,,,,,,,,,
1844,Franklin Riley,Digital Fortress,M,FALSE,0,FALSE,29,Stock Investor,86,95,61,96,89,99,84,,,,,,,,,,,,,,,,,,,
1845,Caitlin Duncan,Digital Fortress,F,FALSE,1,FALSE,2,Artist,87,78,74,75,95,69,99,,,,,,,,,,,,,,,,,,,
1846,Robin Reeves,Digital Fortress,F,FALSE,6,FALSE,25,Lawyer,81,82,69,94,88,95,84,,,,,,,,,,,,,,,,,,,
1847,Rebecca Gibbs,Gsling Academy,F,FALSE,0,FALSE,6,Government Officer,83,73,83,66,93,68,89,,,,,,,,,,,,,,,,,,,
1848,Peter Santos,Digital Fortress,M,FALSE,2,TRUE,11,Banker,81,85,91,94,97,93,65,,,,,,,,,,,,,,,,,,,
1849,Daryl Arnold,Digital Fortress,M,FALSE,1,TRUE,4,Designer,65,95,89,96,78,85,80,,,,,,,,,,,,,,,,,,,
1850,Michael Davis,Digital Fortress,M,FALSE,2,FALSE,33,Lawyer,83,91,76,71,82,82,79,,,,,,,,,,,,,,,,,,,
1851,Leslie Cox,Gsling Academy,F,FALSE,3,TRUE,22,Doctor,98,79,87,86,98,85,85,,,,,,,,,,,,,,,,,,,
1852,Jamie Carter,Gsling Academy,F,FALSE,0,FALSE,34,Doctor,83,84,91,84,85,91,92,,,,,,,,,,,,,,,,,,,
1853,Shane Payne,Gsling Academy,M,FALSE,1,FALSE,22,Software Engineer,85,60,85,76,90,75,93,,,,,,,,,,,,,,,,,,,
1854,Kimberly Haley,Gsling Academy,F,FALSE,10,FALSE,5,Business Owner,68,66,82,63,91,67,89,,,,,,,,,,,,,,,,,,,
1855,George Duran,Gsling Academy,M,FALSE,1,FALSE,11,Government Officer,86,82,60,65,83,69,78,,,,,,,,,,,,,,,,,,,
1856,Donald Carney,Digital Fortress,M,FALSE,1,FALSE,12,Government Officer,83,87,87,80,81,79,98,,,,,,,,,,,,,,,,,,,
1857,Michelle Brown,Digital Fortress,F,FALSE,2,FALSE,35,Unknown,92,92,99,87,100,88,97,,,,,,,,,,,,,,,,,,,
1858,Elizabeth Hawkins,Gsling Academy,F,FALSE,0,FALSE,6,Real Estate Developer,91,66,91,62,70,87,90,,,,,,,,,,,,,,,,,,,
1859,Johnny Gomez,Gsling Academy,M,FALSE,9,TRUE,0,Business Owner,53,95,87,60,68,74,68,,,,,,,,,,,,,,,,,,,
1860,Christopher Mcconnell,Digital Fortress,M,FALSE,2,TRUE,26,Lawyer,73,85,80,64,69,95,64,,,,,,,,,,,,,,,,,,,
1861,Kyle Rodriguez,Digital Fortress,M,FALSE,0,FALSE,19,Banker,97,95,91,97,96,90,67,,,,,,,,,,,,,,,,,,,
1862,Rhonda Cook,Digital Fortress,F,FALSE,0,FALSE,3,Government Officer,91,97,72,62,86,78,72,,,,,,,,,,,,,,,,,,,
1863,Nathan Fitzpatrick,Digital Fortress,M,FALSE,1,FALSE,14,Banker,91,65,75,60,93,79,82,,,,,,,,,,,,,,,,,,,
1864,John Mitchell,Gsling Academy,M,FALSE,9,FALSE,12,Writer,81,72,87,84,97,94,89,,,,,,,,,,,,,,,,,,,
1865,Billy Compton,Gsling Academy,M,FALSE,1,FALSE,18,Software Engineer,92,99,100,64,100,65,99,,,,,,,,,,,,,,,,,,,
1866,Richard Chavez,Gsling Academy,M,FALSE,5,FALSE,4,Business Owner,85,53,95,76,61,88,82,,,,,,,,,,,,,,,,,,,
1867,Victor Andrade,Digital Fortress,M,FALSE,1,FALSE,34,Construction Engineer,83,60,80,92,84,60,70,,,,,,,,,,,,,,,,,,,
1868,Gregory Lee,Digital Fortress,M,FALSE,2,FALSE,21,Unknown,92,85,78,87,64,79,74,,,,,,,,,,,,,,,,,,,
1869,Alexandra Blackburn,Digital Fortress,F,FALSE,3,TRUE,5,Real Estate Developer,80,88,94,60,65,63,91,,,,,,,,,,,,,,,,,,,
1870,Kristopher Murray,Digital Fortress,M,FALSE,1,TRUE,16,Accountant,87,81,69,82,70,62,66,,,,,,,,,,,,,,,,,,,
1871,Wanda Pearson,Digital Fortress,F,FALSE,0,FALSE,31,Scientist,88,61,95,91,99,64,90,,,,,,,,,,,,,,,,,,,
1872,Denise Rose,Gsling Academy,F,TRUE,6,FALSE,1,Business Owner,41,83,54,87,97,65,69,,,,,,,,,,,,,,,,,,,
1873,Andrew Reed,Gsling Academy,M,FALSE,3,FALSE,35,Banker,87,93,88,97,91,88,88,,,,,,,,,,,,,,,,,,,
1874,David Castro,Digital Fortress,M,FALSE,1,TRUE,41,Doctor,89,95,97,99,87,90,91,,,,,,,,,,,,,,,,,,,
1875,Tim Duncan,Gsling Academy,M,TRUE,5,TRUE,1,Business Owner,89,53,77,96,76,63,90,,,,,,,,,,,,,,,,,,,
1876,Joshua Walker,Gsling Academy,M,FALSE,2,FALSE,6,Real Estate Developer,53,97,81,86,71,87,78,,,,,,,,,,,,,,,,,,,
1877,Julie Rogers,Digital Fortress,F,FALSE,3,FALSE,30,Scientist,92,88,99,92,89,66,76,,,,,,,,,,,,,,,,,,,
1878,Gina Gilbert,Digital Fortress,F,FALSE,3,FALSE,32,Banker,85,84,66,66,78,98,69,,,,,,,,,,,,,,,,,,,
1879,Miguel Nicholson,Gsling Academy,M,FALSE,2,FALSE,18,Software Engineer,89,67,93,83,65,94,67,,,,,,,,,,,,,,,,,,,
1880,Daniel Murray,Digital Fortress,M,FALSE,1,FALSE,2,Business Owner,98,92,82,56,71,79,89,,,,,,,,,,,,,,,,,,,
1881,Lauren Ellis,Digital Fortress,F,FALSE,5,FALSE,5,Business Owner,66,52,71,76,67,72,60,,,,,,,,,,,,,,,,,,,
1882,Bridget Martin,Gsling Academy,F,FALSE,2,FALSE,32,Lawyer,90,96,95,80,93,95,67,,,,,,,,,,,,,,,,,,,
1883,Maureen Hart,Digital Fortress,F,TRUE,2,FALSE,18,Teacher,84,93,74,76,95,90,64,,,,,,,,,,,,,,,,,,,
1884,Sabrina Davis,Gsling Academy,F,FALSE,7,FALSE,27,Lawyer,88,81,73,70,60,95,68,,,,,,,,,,,,,,,,,,,
1885,Richard Davis,Gsling Academy,M,FALSE,3,FALSE,9,Unknown,66,61,97,61,60,61,98,,,,,,,,,,,,,,,,,,,
1886,Angela Koch,Gsling Academy,F,FALSE,2,FALSE,15,Teacher,86,63,82,61,96,98,83,,,,,,,,,,,,,,,,,,,
1887,William Smith,Digital Fortress,M,FALSE,9,FALSE,1,Business Owner,60,72,66,95,67,78,94,,,,,,,,,,,,,,,,,,,
1888,Catherine Coffey,Digital Fortress,F,FALSE,10,FALSE,2,Business Owner,41,59,69,70,100,65,72,,,,,,,,,,,,,,,,,,,
1889,Christopher Pace,Digital Fortress,M,FALSE,2,FALSE,31,Software Engineer,94,62,66,95,66,64,62,,,,,,,,,,,,,,,,,,,
1890,Rachel Reeves,Gsling Academy,F,FALSE,3,FALSE,2,Artist,64,69,79,89,72,64,82,,,,,,,,,,,,,,,,,,,
1891,Jillian Arroyo,Digital Fortress,F,TRUE,4,FALSE,2,Game Developer,99,97,87,93,79,83,94,,,,,,,,,,,,,,,,,,,
1892,Patricia Douglas,Digital Fortress,F,TRUE,6,FALSE,5,Business Owner,46,53,92,71,90,76,81,,,,,,,,,,,,,,,,,,,
1893,Brandon Butler,Digital Fortress,M,FALSE,1,FALSE,21,Software Engineer,89,87,81,67,93,98,68,,,,,,,,,,,,,,,,,,,
1894,Erica Valdez,Gsling Academy,F,FALSE,6,FALSE,12,Designer,83,79,87,66,78,93,82,,,,,,,,,,,,,,,,,,,
1895,Alexis Byrd,Digital Fortress,F,TRUE,5,FALSE,0,Business Owner,51,55,87,51,77,87,65,,,,,,,,,,,,,,,,,,,
1896,James Simpson,Gsling Academy,M,FALSE,5,FALSE,26,Accountant,79,90,82,92,70,60,80,,,,,,,,,,,,,,,,,,,
1897,Robert Campbell,Digital Fortress,M,FALSE,3,FALSE,15,Accountant,97,73,64,95,71,68,78,,,,,,,,,,,,,,,,,,,
1898,Nicole Smith,Digital Fortress,F,TRUE,1,FALSE,14,Accountant,100,68,85,85,62,63,92,,,,,,,,,,,,,,,,,,,
1899,Patricia Porter,Gsling Academy,F,FALSE,6,FALSE,9,Teacher,70,99,60,79,71,79,75,,,,,,,,,,,,,,,,,,,
1900,Brian Chan,Gsling Academy,M,FALSE,2,FALSE,19,Unknown,70,66,90,74,100,96,81,,,,,,,,,,,,,,,,,,,
1901,Katherine Norman,Gsling Academy,F,FALSE,7,FALSE,17,Teacher,67,80,86,98,83,82,76,,,,,,,,,,,,,,,,,,,
1902,Pamela Gomez,Gsling Academy,F,FALSE,3,TRUE,9,Real Estate Developer,71,95,72,88,89,78,67,,,,,,,,,,,,,,,,,,,
1903,Amy Morrow,Gsling Academy,F,FALSE,5,TRUE,14,Banker,87,64,68,60,81,75,67,,,,,,,,,,,,,,,,,,,
1904,Luke Hernandez,Digital Fortress,M,FALSE,1,TRUE,3,Game Developer,80,79,94,74,83,83,61,,,,,,,,,,,,,,,,,,,
1905,Roberto Rodriguez,Gsling Academy,M,TRUE,9,TRUE,22,Software Engineer,94,80,72,90,60,78,94,,,,,,,,,,,,,,,,,,,
1906,Carla Jackson,Gsling Academy,F,FALSE,3,FALSE,10,Real Estate Developer,83,91,82,93,71,80,85,,,,,,,,,,,,,,,,,,,
1907,Aaron Allen,Gsling Academy,M,TRUE,1,FALSE,1,Business Owner,63,69,57,60,80,92,62,,,,,,,,,,,,,,,,,,,
1908,Wendy Burch,Gsling Academy,F,FALSE,0,FALSE,10,Unknown,93,78,72,66,73,76,68,,,,,,,,,,,,,,,,,,,
1909,Sarah Hansen,Gsling Academy,F,FALSE,2,FALSE,36,Doctor,94,100,95,92,95,88,88,,,,,,,,,,,,,,,,,,,
1910,Amy Dominguez,Digital Fortress,F,FALSE,3,FALSE,34,Software Engineer,99,75,87,76,95,99,67,,,,,,,,,,,,,,,,,,,
1911,Mark Jacobs,Digital Fortress,M,FALSE,3,FALSE,32,Doctor,82,98,100,100,100,64,87,,,,,,,,,,,,,,,,,,,
1912,Melissa Mendoza,Gsling Academy,F,FALSE,2,FALSE,28,Software Engineer,95,82,100,60,77,95,80,,,,,,,,,,,,,,,,,,,
